"시도(1)",2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014
"시도(1)",총계,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,음식물류폐기물분리배출
"시도(1)",소계,소계,가연성,가연성,가연성,가연성,가연성,가연성,가연성,불연성,불연성,불연성,불연성,불연성,소계,종이류,폐유리병류,캔류,플라스틱류,합성수지류,폐전기전자제품,폐전지류,타이어,윤활유,폐형광등,고철류,폐의류,영농폐기물,폐가구류,폐식용유,기타,소계
"시도(1)",소계,소계,소계,음식물류폐기물,폐지류,폐목재류,폐고무류,플라스틱류,기타,소계,폐유리류,폐금속류,폐토사류,기타,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계
"합계",42355.2,18224.4,15291.7,424.5,5039.9,1218.2,820.7,2656.4,5132.0,2932.7,412.8,343.0,445.6,1731.3,12394.2,4130.2,1693.9,663.1,1067.3,968.8,112.5,46.2,11.4,4.9,148.5,1902.2,203.7,481.6,325.5,27.0,607.5,11736.6
"서울",8666.5,2948.0,2834.4,27.1,748.8,128.0,101.2,258.4,1570.9,113.6,21.0,22.5,10.0,60.1,2921.5,1326.0,444.8,177.8,257.2,238.3,14.8,8.2,0.0,0.0,8.6,190.5,57.0,0.0,101.6,7.0,89.7,2797.0
"부산",2855.3,907.6,789.6,55.8,341.9,45.4,59.5,180.5,106.5,118.0,20.1,15.1,9.0,73.8,1308.0,654.7,172.8,62.2,139.4,41.2,3.1,1.5,0.0,0.0,1.8,151.1,0.2,0.4,0.1,0.0,79.5,639.7
"대구",2223.9,1004.7,556.0,24.6,109.5,45.3,11.2,136.5,228.9,448.7,41.8,22.8,1.5,382.6,635.8,190.3,100.8,46.3,51.9,63.2,7.6,0.3,0.7,0.0,2.7,78.7,14.7,0.7,21.8,0.2,56.0,583.4
"인천",1460.7,753.8,622.4,4.5,124.1,47.5,45.0,41.1,360.2,131.4,11.5,15.0,8.9,96.0,122.0,9.4,22.8,1.9,8.1,58.6,1.1,0.3,0.0,0.0,0.8,1.4,0.0,2.1,5.6,0.0,9.9,584.9
"광주",1147.4,413.9,303.4,16.2,107.2,17.8,17.9,81.1,63.2,110.5,20.0,27.5,36.6,26.4,292.6,20.6,44.0,13.5,47.8,38.7,7.2,0.4,0.0,0.0,1.3,65.6,5.4,0.1,20.6,0.1,27.3,440.9
"대전",1257.2,458.3,431.5,32.6,130.1,56.2,29.4,87.4,95.8,26.8,6.7,8.5,0.0,11.6,439.6,136.0,97.0,23.5,55.6,76.0,0.1,0.3,0.0,0.0,0.8,44.1,0.0,1.4,0.0,0.0,4.8,359.3
"울산",1276.6,569.1,418.1,0.0,89.5,32.5,24.7,56.8,214.6,151.0,14.9,6.8,27.4,101.9,392.6,103.2,52.5,46.7,20.1,35.8,2.8,0.2,3.0,0.1,0.6,103.2,8.9,2.8,5.5,1.0,6.2,314.9
"세종",71.8,46.5,40.3,5.1,16.6,0.8,0.5,10.8,6.5,6.2,1.6,1.2,0.7,2.7,10.4,1.5,2.0,0.4,1.1,0.5,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.3,3.3,0.0,0.4,14.9
"경기",8337.5,3660.8,3418.9,74.5,1330.1,363.0,139.3,627.8,884.2,241.9,70.8,21.6,28.8,120.7,1967.8,509.4,421.9,130.2,215.1,227.7,20.4,6.8,0.1,0.0,6.2,165.0,60.4,34.6,95.2,8.3,66.5,2708.9
"강원",1848.9,916.9,721.2,24.8,175.4,67.5,44.2,163.0,246.3,195.7,23.7,25.2,50.0,96.8,638.6,207.5,62.6,71.8,41.1,16.4,6.5,0.8,2.9,4.6,1.2,146.2,6.1,40.3,15.0,0.2,15.4,293.4
"충북",1755.6,720.2,503.5,24.1,167.4,83.0,21.9,74.8,132.3,216.7,7.6,7.7,66.0,135.4,712.8,196.5,41.6,12.4,52.3,43.2,1.5,23.8,0.0,0.0,95.5,123.8,5.5,64.7,7.3,0.2,44.5,322.6
"충남",2022.7,1014.6,856.2,33.6,321.0,43.3,64.0,177.1,217.2,158.4,30.8,25.1,37.9,64.6,626.8,99.2,44.4,11.0,26.8,13.3,10.0,1.0,3.0,0.0,1.2,324.3,8.0,57.5,9.4,0.1,17.6,381.3
