"시도(1)",2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
"시도(1)",총계,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,재활용가능자원 분리배출,음식물류폐기물분리배출
"시도(1)",소계,소계,가연성,가연성,가연성,가연성,가연성,가연성,가연성,불연성,불연성,불연성,불연성,불연성,소계,종이류,폐유리병류,캔류,플라스틱류,합성수지류,폐전기전자제품,폐전지류,타이어,윤활유,폐형광등,고철류,폐의류,영농폐기물,폐가구류,폐식용유,기타,소계
"시도(1)",소계,소계,소계,음식물류폐기물,폐지류,폐목재류,폐고무류,플라스틱류,기타,소계,폐유리류,폐금속류,폐토사류,기타,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계
"합계",40920.4,16471.8,13994.9,202.6,4355.3,1245.1,820.3,2199.4,5172.2,2476.9,357.4,305.4,450.7,1363.4,12868.1,4359.6,1872.3,718.9,1197.2,720.1,175.1,7.7,37.7,30.4,138.2,1720.6,175.5,434.2,342.5,28.8,909.3,11580.5
"서울",8393.6,2908.8,2754.0,3.0,608.2,157.4,111.7,299.3,1574.4,154.8,17.7,14.8,32.7,89.6,2594.5,1047.3,378.3,120.7,281.4,156.6,27.1,2.1,24.4,30.3,37.6,209.8,39.5,0.1,113.9,4.6,120.8,2890.3
"부산",2638.6,736.1,677.5,0.0,312.2,21.3,37.9,184.5,121.6,58.6,15.0,7.0,0.0,36.6,1279.2,632.2,171.6,32.7,106.4,22.2,1.0,0.0,0.0,0.0,0.9,161.9,0.8,0.3,0.1,0.5,148.6,623.3
"대구",2015.7,801.5,492.6,1.5,100.4,34.2,21.8,108.2,226.5,308.9,38.7,17.8,10.2,242.2,673.4,187.4,160.2,91.6,84.6,18.7,26.7,0.0,0.0,0.0,2.1,54.6,6.6,2.6,16.0,0.0,22.3,540.8
"인천",1863.4,734.9,613.6,0.6,114.8,25.5,22.6,32.0,418.1,121.3,19.4,22.4,9.8,69.7,570.2,128.5,81.7,21.0,31.5,26.6,1.1,0.4,0.0,0.0,55.4,82.4,2.8,0.1,2.2,0.0,136.5,558.3
"광주",1238.4,467.1,409.3,0.0,130.0,71.6,11.0,78.1,118.6,57.8,13.7,5.0,8.9,30.2,359.1,40.3,40.9,23.3,48.3,32.7,2.9,0.3,1.3,0.0,0.5,77.5,9.0,3.5,45.6,4.0,29.0,412.2
"대전",1295.5,446.4,402.0,0.0,64.2,11.6,7.0,62.0,257.2,44.4,3.1,26.2,2.4,12.7,444.8,151.6,88.2,20.9,63.9,42.6,2.0,0.3,0.0,0.0,0.7,54.7,2.2,0.5,0.0,0.0,17.2,404.3
"울산",907.4,277.9,231.1,0.0,79.7,19.8,20.8,47.8,63.0,46.8,11.5,5.2,16.2,13.9,379.5,110.2,57.7,44.7,26.7,32.6,1.0,0.1,0.0,0.1,1.1,83.7,7.8,1.2,6.2,0.0,6.4,250.0
"경기",8471.1,3290.7,3066.8,0.0,1235.2,355.5,219.8,480.1,776.2,223.9,31.8,30.1,32.7,129.3,2518.4,857.1,454.9,145.2,281.6,203.3,42.9,1.0,0.2,0.0,16.5,181.8,42.6,45.2,60.3,0.3,185.5,2662.0
"강원",1848.1,867.3,658.6,11.5,175.5,65.0,45.3,129.3,232.0,208.7,21.5,29.6,44.7,112.9,693.5,205.6,90.1,87.9,34.2,26.9,4.7,0.3,7.3,0.0,1.1,140.2,7.6,44.8,23.9,0.8,18.1,287.3
"충북",1601.2,702.8,458.4,28.9,173.5,80.3,16.1,36.4,123.2,244.4,9.5,8.3,107.8,118.8,558.4,165.6,39.1,17.9,70.3,32.2,25.6,0.0,0.0,0.0,2.1,137.3,5.3,41.3,7.9,1.6,12.2,340.0
