"시도(1)",시도(2),시도(3),2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009
"시도(1)",시도(2),시도(3),총계,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,음식물류폐기물분리배출
"시도(1)",시도(2),시도(3),소계,소계,가연성,가연성,가연성,가연성,가연성,가연성,가연성,불연성,불연성,불연성,불연성,불연성,소계,종이류,폐유리병류,캔류,플라스틱류,합성수지류,폐전기전자제품,폐전지류,타이어,윤활유,폐형광등,고철류,폐의류,영농폐기물,폐가구류,기타,소계
"시도(1)",시도(2),시도(3),소계,소계,소계,음식물류폐기물,폐지류,폐목재류,폐고무류,플라스틱류,기타,소계,폐유리류,폐금속류,폐토사류,기타,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계
"충남",처리량,소 각,521.8,498.4,494.9,7.4,167.6,42.8,40.1,117.9,119.1,3.5,0.7,0.3,0.3,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.4
"충남",처리량,재활용,912.1,9.3,3.4,0.0,0.2,0.0,0.0,2.6,0.6,5.9,1.1,4.8,0.0,0.0,508.9,122.5,65.6,21.8,37.9,26.9,11.9,0.9,0.4,0.0,6.6,140.2,6.3,36.2,11.0,20.7,393.9
"전북",발생량,소계,1518.2,592.6,464.8,8.9,165.4,46.0,39.2,83.1,122.2,98.0,13.0,12.7,21.9,50.4,375.4,115.8,56.3,24.4,53.9,22.1,4.6,0.2,0.0,0.0,0.6,11.4,5.5,51.0,22.2,7.4,580.0
"전북",처리량,매 립,333.8,333.8,247.0,8.0,82.8,21.7,12.2,48.3,74.0,86.8,12.7,11.9,19.6,42.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
"전북",처리량,소 각,225.3,225.3,214.1,0.9,80.5,23.1,27.0,34.5,48.1,11.2,0.3,0.8,2.3,7.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
"전북",처리량,재활용,959.1,3.7,3.7,0.0,2.1,1.2,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,375.4,115.8,56.3,24.4,53.9,22.1,4.6,0.2,0.0,0.0,0.6,11.4,5.5,51.0,22.2,7.4,580.0
"전남",발생량,소계,1547.6,929.9,816.2,26.0,271.5,48.1,47.9,154.5,268.2,113.7,19.9,19.6,14.9,59.3,231.9,37.1,19.4,6.5,10.7,6.7,8.6,0.5,0.6,0.1,1.4,36.1,2.4,83.0,4.7,14.1,385.8
"전남",처리량,매 립,734.3,718.3,609.1,7.2,199.7,25.7,30.8,127.8,217.9,109.2,19.1,17.7,14.9,57.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0
"전남",처리량,소 각,215.3,200.3,199.2,18.6,67.4,22.2,16.7,24.3,50.0,1.1,0.0,0.0,0.0,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.0
"전남",처리량,재활용,598.0,11.3,7.9,0.2,4.4,0.2,0.4,2.4,0.3,3.4,0.8,1.9,0.0,0.7,231.9,37.1,19.4,6.5,10.7,6.7,8.6,0.5,0.6,0.1,1.4,36.1,2.4,83.0,4.7,14.1,354.8
