"","거래일자","종목명","종가"
"731",20210104,"삼성중공업보통주",7300
"732",20210104,"삼성증권보통주",40800
"733",20210104,"삼성출판사보통주",24100
"734",20210104,"삼성카드 보통주",31250
"735",20210104,"삼성화재해상보험보통주",183000
"736",20210104,"삼아알미늄보통주",12650
"737",20210104,"삼아제약",16850
"738",20210104,"삼양사보통주",60000
"739",20210104,"삼양식품보통주",1e+05
"740",20210104,"삼양옵틱스",9240
"741",20210104,"삼양통상보통주",63200
"742",20210104,"삼양패키징보통주",21450
"743",20210104,"삼양홀딩스보통주",73800
"744",20210104,"삼에스코리아",2260
"745",20210104,"삼영무역보통주",14000
"746",20210104,"삼영엠텍",5520
"747",20210104,"삼영이엔씨",7350
"748",20210104,"삼영전자공업보통주",10400
"749",20210104,"삼영화학공업보통주",2565
"750",20210104,"삼원강재 보통주",2615
"751",20210104,"삼익THK보통주",12150
"752",20210104,"삼익악기보통주",1450
"753",20210104,"삼일",2015
"754",20210104,"삼일기업공사",4245
"755",20210104,"삼일씨엔에스보통주",10100
"756",20210104,"삼일제약보통주",20350
"757",20210104,"삼정펄프 보통주",30200
"758",20210104,"삼지전자",12400
"759",20210104,"삼진",11250
"760",20210104,"삼진엘앤디",3765
"761",20210104,"삼진제약보통주",27000
"762",20210104,"삼천당제약",81800
"763",20210104,"삼천리보통주",82400
"764",20210104,"삼천리자전거",8960
"765",20210104,"삼표시멘트",3985
"766",20210104,"삼현철강",4050
"767",20210104,"삼호개발 보통주",4230
"768",20210104,"삼화네트웍스",2195
"769",20210104,"삼화왕관보통주",39600
"770",20210104,"삼화전기보통주",23100
"771",20210104,"삼화전자공업보통주",4100
"772",20210104,"삼화콘덴서공업보통주",69200
"773",20210104,"삼화페인트공업보통주",14550
"774",20210104,"상보",1320
"775",20210104,"상상인",6390
"776",20210104,"상상인이안제1호기업인수목적",2030
"777",20210104,"상상인이안제2호기업인수목적",2010
"778",20210331,"상상인인더스트리",1030
"779",20210104,"상상인증권보통주",1050
"780",20210104,"상신브레이크보통주",4000
"781",20210104,"상신이디피",14600
"782",20210104,"상신전자",5380
"783",20210104,"상아프론테크",46850
"784",20210104,"상지카일룸",1185
"785",20210104,"새로닉스",14050
"786",20210104,"새론오토모티브",6140
"787",20210104,"샘표보통주",49150
"788",20210104,"샘표식품보통주",52900
"789",20210104,"서남",3850
"790",20210104,"서린바이오사이언스",14000
"791",20210104,"서부티엔디",7550
"792",20210104,"서산",2345
"793",20210104,"서암기계공업",5710
"794",20210104,"서연보통주",9990
"795",20210104,"서연이화보통주",7460
"796",20210104,"서연탑메탈",9320
"797",20210104,"서울도시가스보통주",89000
"798",20210107,"서울리거",1005
"799",20210104,"서울바이오시스",19150
"800",20210104,"서울반도체",21200
"801",20210104,"서울옥션",7110
"802",20210107,"서울전자통신",1030
"803",20210104,"서울제약",10800
"804",20210104,"서원보통주",2715
"805",20210104,"서원인텍",8030
"806",20210104,"서전기전",3165
"807",20210104,"서진시스템",51000
"808",20210104,"서진오토모티브",2775
"809",20210104,"서플러스글로벌",3105
"810",20210104,"서한",1540
"811",20210104,"서호전기",21500
"812",20210104,"서흥보통주",50500
"813",20210104,"서희건설",1610
"814",20210104,"석경에이티",39650
"815",20210104,"선광",27500
"816",20210104,"선데이토즈",21300
"817",20210104,"선도전기보통주",3155
"818",20210104,"선바이오",25100
"819",20210104,"선익시스템",7570
"820",20210104,"선진보통주",11550
"821",20210104,"선창산업보통주",4915
"822",20210104,"성광벤드",7610
"823",20210104,"성도이엔지",4765
"824",20210104,"성문전자보통주",1860
"825",20210104,"성보화학보통주",4345
"826",20210104,"성신양회보통주",7270
"827",20210122,"성안보통주",1025
"828",20210104,"성우전자",2775
"829",20210104,"성우테크론",4775
"830",20210104,"성우하이텍",6350
"831",20210104,"성창기업지주보통주",2215
"832",20210104,"성창오토텍",8730
"833",20210104,"성호전자",1550
"834",20210104,"세경하이테크",23600
"835",20210104,"세동",1950
"836",20210104,"세명전기공업",4075
"837",20210104,"세미콘라이트",1395
"838",20210104,"세방보통주",11750
"839",20210104,"세방전지보통주",75000
"840",20210104,"세보엠이씨",5960
"841",20210104,"세아베스틸보통주",10800
"842",20210104,"세아제강보통주",91300
"843",20210104,"세아제강지주보통주",44300
"844",20210104,"세아특수강보통주",11550
"845",20210104,"세아홀딩스보통주",77000
"846",20210104,"세우글로벌보통주",3005
"847",20210104,"세운메디칼",6790
"848",20210104,"세원",5240
"849",20210104,"세원셀론텍 보통주",2925
"850",20210104,"세이브존I&C보통주",2930
"851",20210104,"세종공업보통주",9370
"852",20210104,"세종메디칼",13150
"853",20210104,"세중",2835
"854",20210104,"세진중공업보통주",6630
"855",20210104,"세진티에스",6870
"856",20210104,"세코닉스",7420
"857",20210104,"세틀뱅크",32900
"858",20210104,"세하보통주",1845
"859",20210104,"세화피앤씨",3860
"860",20210104,"센코",25100
"861",20210104,"센트랄모텍보통주",27700
"862",20210104,"센트럴바이오",2920
"863",20210104,"센트럴인사이트보통주",9530
"864",20210104,"셀레믹스",28700
"865",20210326,"셀루메드",8180
"866",20210104,"셀리드",43800
"867",20210104,"셀리버리",192500
"868",20210104,"셀바스에이아이",2790
"869",20210104,"셀바스헬스케어",2520
"870",20210104,"셀젠텍",13300
"871",20210104,"셀트리온보통주",347500
"872",20210104,"셀트리온제약",218300
"873",20210104,"셀트리온헬스케어",151300
"874",20210104,"소룩스",18850
"875",20210104,"소마젠(Reg.S)",17950
"876",20210104,"소프트센",1980
"877",20210104,"소프트캠프",3385
"878",20210104,"손오공",1730
"879",20210104,"솔루스첨단소재보통주",50800
"880",20210104,"솔루에타",4360
"881",20210104,"솔본",6100
"882",20210104,"솔브레인",291400
"883",20210104,"솔브레인홀딩스",46450
"884",20210104,"솔트룩스",34500
"885",20210104,"솔트웍스",5700
"886",20210104,"송원산업보통주",16150
"887",20210104,"쇼박스",3500
"888",20210104,"수산아이앤티",13550
"889",20210104,"수산중공업보통주",3125
"890",20210104,"수성",2285
"891",20210104,"수젠텍",19750
"892",20210104,"슈프리마",29750
"893",20210104,"슈프리마아이디",16300
"894",20210104,"슈프리마에이치큐",7770
"895",20210104,"슈피겐코리아",66200
"896",20210104,"스맥",1935
"897",20210104,"스타플렉스",5000
"898",20210104,"스템랩",16500
"899",20210104,"스튜디오 산타클로스 엔터테인먼트",2210
"900",20210104,"스튜디오드래곤 주식회사",94500
"901",20210104,"스페코",11750
"902",20210104,"승일",8180
"903",20210104,"시공테크",5130
"904",20210122,"시그네틱스",1040
"905",20210104,"시그넷이브이",24800
"906",20210104,"시너지이노베이션",3605
"907",20210104,"시노펙스",4140
"908",20210104,"시디즈보통주",55000
"909",20210104,"시스웍",2185
"910",20210104,"시큐브",1615
"911",20210104,"시큐센",8700
"912",20210216,"시티랩스",1010
"913",20210104,"신대양제지보통주",64000
"914",20210104,"신도기연",21550
"915",20210104,"신도리코보통주",26300
"916",20210104,"신라교역보통주",9150
"917",20210104,"신라섬유",2090
"918",20210104,"신라에스지",8450
"919",20210104,"신성델타테크",11200
"920",20210104,"신성이엔지보통주",3475
"921",20210104,"신성통상보통주",1740
"922",20210104,"신세계건설",27400
"923",20210104,"신세계보통주",238500
"924",20210104,"신세계아이앤씨 보통주",129500
"925",20210104,"신세계인터내셔날보통주",161000
"926",20210104,"신세계푸드보통주",65900
"927",20210104,"신송홀딩스보통주",4085
"928",20210104,"신신제약",9000
"929",20210104,"신영와코루보통주",103500
"930",20210104,"신영증권보통주",53200
"931",20210104,"신영해피투모로우제5호기업인수목적",2095
"932",20210104,"신영해피투모로우제6호기업인수목적",2055
"933",20210104,"신원보통주",1420
"934",20210104,"신원종합개발",4990
"935",20210104,"신일전자보통주",1905
"936",20210104,"신일제약",22600
"937",20210104,"신진에스엠",4795
"938",20210104,"신테카바이오",24750
"939",20210104,"신풍제약보통주",122000
"940",20210104,"신풍제지보통주",3280
"941",20210104,"신한금융지주회사보통주",31550
"942",20210104,"신한알파리츠보통주",7060
"943",20210104,"신한제6호기업인수목적",2060
"944",20210104,"신화실업보통주",21000
"945",20210104,"신화인터텍",3395
"946",20210104,"신화콘텍",3120
"947",20210104,"신흥보통주",10850
"948",20210104,"신흥에스이씨",49100
"949",20210104,"실리콘웍스",62200
"950",20210104,"심텍",23950
"951",20210104,"심텍홀딩스",2620
"952",20210104,"싸이맥스",20850
"953",20210104,"싸이토젠",51900
"954",20210104,"쌍용양회공업보통주",6580
"955",20210104,"쌍용정보통신",1420
"956",20210104,"써니전자보통주",5140
"957",20210104,"썬테크",10600
"958",20210104,"썸에이지",1435
"959",20210104,"쎄노텍",2240
"960",20210104,"쎄니트",1725
"961",20210104,"쎄미시스코",7680
"962",20210104,"쎄트렉아이",31950
"963",20210104,"쎌마테라퓨틱스보통주",8130
"964",20210104,"쎌바이오텍",23450
"965",20210104,"쏠리드",11350
"966",20210104,"씨아이에스",9580
"967",20210104,"씨알푸드",9460
"968",20210104,"씨앗",4850
"969",20210106,"씨앤에스링크",3450
"970",20210104,"씨앤에이치",2280
"971",20210104,"씨앤지하이테크",14150
"972",20210104,"씨에스",2460
"973",20210104,"씨에스베어링",34850
"974",20210104,"씨에스에이코스믹",2195
"975",20210104,"씨에스윈드보통주",176500
"976",20210104,"씨엔티드림",7500
"977",20210104,"씨엠에스에듀",5320
"978",20210104,"씨유메디칼시스템",2510
"979",20210104,"씨제이대한통운보통주",168500
"980",20210104,"씨제이씨지브이 보통주",26200
"981",20210104,"씨제이이엔엠",141800
"982",20210104,"씨제이제일제당 주식회사 보통주",384500
"983",20210104,"씨제이프레시웨이",18900
"984",20210104,"씨젠",183800
"985",20210104,"씨큐브",7320
"986",20210104,"씨티씨바이오",7590
"987",20210104,"씨티케이코스메틱스",14250
"988",20210104,"아가방앤컴퍼니",3405
"989",20210104,"아나패스",26950
"990",20210104,"아난티",8260
"991",20210104,"아남전자보통주",3415
"992",20210104,"아모그린텍",15450
"993",20210104,"아모레G보통주",54000
"994",20210104,"아모레퍼시픽 보통주",203000
"995",20210104,"아모텍",39100
"996",20210104,"아미노로직스",2650
"997",20210104,"아미코젠",38250
"998",20210104,"아바코",10500
"999",20210104,"아바텍",8640
"1000",20210104,"아비코전자",8570
"1001",20210104,"아세아보통주",90700
"1002",20210104,"아세아시멘트보통주",73900
"1003",20210104,"아세아제지보통주",37350
"1004",20210104,"아세아텍",3160
"1005",20210104,"아스타",5040
"1006",20210104,"아스트",5540
"1007",20210104,"아시아경제",2080
"1008",20210104,"아시아나IDT보통주",23850
"1009",20210115,"아시아나항공 보통주",18000
"1010",20210104,"아우딘퓨쳐스",4260
"1011",20210104,"아이디스",27900
"1012",20210104,"아이디스홀딩스",12500
"1013",20210104,"아이디피",8120
"1014",20210104,"아이마켓코리아보통주",8470
"1015",20210104,"아이비김영",1670
"1016",20210104,"아이비케이에스제12호기업인수목적",2185
"1017",20210104,"아이비케이에스제13호기업인수목적",2110
"1018",20210104,"아이비케이에스제14호기업인수목적",2115
"1019",20210104,"아이센스",29800
"1020",20210104,"아이스크림에듀",8290
"1021",20210104,"아이쓰리시스템",22150
"1022",20210104,"아이씨디",18400
"1023",20210104,"아이씨케이",3985
"1024",20210104,"아이앤씨테크놀로지",4430
"1025",20210104,"아이에스동서보통주",54600
"1026",20210104,"아이에스시",27700
"1027",20210104,"아이에스이커머스",3980
"1028",20210104,"아이에이",1045
"1029",20210104,"아이에이네트웍스",1580
"1030",20210104,"아이엘사이언스",3025
"1031",20210126,"아이엠",1065
"1032",20210104,"아이엠비씨",4480
"1033",20210104,"아이엠이연이",7500
"1034",20210104,"아이오케이컴퍼니",1545
"1035",20210104,"아이원스",6870
"1036",20210104,"아이즈비전",3935
"1037",20210104,"아이진",12300
"1038",20210104,"아이컴포넌트",4445
"1039",20210104,"아이케이세미콘",4940
"1040",20210104,"아이큐어",60400
"1041",20210104,"아이크래프트",4245
"1042",20210104,"아이텍",9500
"1043",20210104,"아이티센",5210
"1044",20210104,"아이티엑스에이아이",2455
"1045",20210104,"아이티엠반도체",57200
"1046",20210104,"아주아이비투자",4140
"1047",20210104,"아주캐피탈보통주",11900
"1048",20210104,"아즈텍더블유비이",1810
"1049",20210104,"아진산업",3000
"1050",20210104,"아진엑스텍",6140
"1051",20210104,"아톤",26700
"1052",20210104,"아퓨어스",2950
"1053",20210104,"아프리카티비",61700
"1054",20210104,"안국약품",12800
"1055",20210104,"안랩",84500
"1056",20210104,"안지오랩",13900
"1057",20210104,"안트로젠",65400
"1058",20210104,"알로이스",2570
"1059",20210104,"알루코 보통주",4880
"1060",20210104,"알리코제약",13450
"1061",20210104,"알서포트",12650
"1062",20210104,"알에스오토메이션",9150
"1063",20210104,"알에프세미",5930
"1064",20210104,"알에프에이치아이씨",45200
"1065",20210104,"알에프텍",10550
"1066",20210104,"알엔투테크놀로지",18600
"1067",20210104,"알체라",42950
"1068",20210104,"알테오젠",172500
"1069",20210104,"알톤스포츠",4130
"1070",20210104,"알티캐스트",1855
"1071",20210104,"알파홀딩스",4580
"1072",20210104,"압타머사이언스",31500
"1073",20210104,"압타바이오",66000
"1074",20210105,"앙츠",1270
"1075",20210104,"애경산업보통주",24600
"1076",20210104,"애경유화보통주",8900
"1077",20210104,"애니젠",14200
"1078",20210104,"애니플러스",1535
"1079",20210104,"애드바이오텍",24800
"1080",20210104,"액션스퀘어",1630
"1081",20210104,"액토즈소프트",9540
"1082",20210104,"액트",4860
"1083",20210104,"액트로",12100
"1084",20210104,"앤디포스",5610
"1085",20210104,"앤씨앤",4485
"1086",20210104,"앱코",26400
"1087",20210104,"앱클론 주식회사",36700
"1088",20210104,"야스",13700
"1089",20210104,"양지사",9780
"1090",20210104,"어보브반도체",17650
"1091",20210104,"얼라인드제네틱스",10100
"1092",20210106,"엄지하우스",4250
"1093",20210104,"에너토크",4265
"1094",20210104,"에넥스보통주",1245
"1095",20210104,"에버다임",4290
"1096",20210104,"에브리봇",97000
"1097",20210104,"에스넷시스템",7050
"1098",20210104,"에스디생명공학",4580
"1099",20210104,"에스디엔",3630
"1100",20210104,"에스맥",1805
"1101",20210104,"에스브이인베스트먼트",6160
"1102",20210104,"에스비아이인베스트먼트",1310
"1103",20210104,"에스비에스보통주",24550
"1104",20210104,"에스비에스콘텐츠허브",6290
"1105",20210104,"에스씨디",1680
"1106",20210104,"에스씨아이평가정보",4450
"1107",20210104,"에스씨엠생명과학",55400
"1108",20210105,"에스알바이오텍",8400
"1109",20210104,"에스앤더블류",3050
"1110",20210104,"에스앤디",255700
"1111",20210104,"에스앤에스텍",44950
"1112",20210104,"에스앤케이",29400
"1113",20210104,"에스에너지",8060
"1114",20210104,"에스에스알",6520
"1115",20210104,"에스에이엠티",2385
"1116",20210104,"에스에이티",2615
"1117",20210104,"에스에프에이",39500
"1118",20210104,"에스에프에이반도체",5960
"1119",20210104,"에스엔유프리시젼",3955
"1120",20210104,"에스엔케이폴리텍",5390
"1121",20210104,"에스엘보통주",16800
"1122",20210104,"에스엘에스바이오",11850
"1123",20210104,"에스엠라이프디자인그룹",2120
"1124",20210104,"에스엠비나",2645
"1125",20210104,"에스엠엔터테인먼트",29550
"1126",20210104,"에스엠컬처앤콘텐츠",1655
"1127",20210104,"에스엠코어",7340
"1128",20210104,"에스와이",4385
"1129",20210104,"에스원보통주",85100
"1130",20210104,"에스제이그룹",15800
"1131",20210104,"에스지씨이테크건설",58900
"1132",20210302,"에스지에이",1020
"1133",20210104,"에스지에이 솔루션즈",1095
"1134",20210104,"에스지엔지",1575
"1135",20210104,"에스지이",2020
"1136",20210104,"에스지충방 보통주",2180
"1137",20210104,"에스케이 머티리얼즈",355600
"1138",20210104,"에스케이디스커버리보통주",66100
"1139",20210104,"에스케이렌터카보통주",9350
"1140",20210104,"에스케이바이오팜보통주",154500
"1141",20210217,"에스케이씨에스",1030
"1142",20210318,"에스케이에이씨피씨제4호기업인수목적",2040
"1143",20210104,"에스케이제5호기업인수목적",2060
"1144",20210104,"에스케이제6호기업인수목적",2035
"1145",20210104,"에스케이하이닉스보통주",126000
"1146",20210104,"에스코넥",1995
"1147",20210104,"에스텍",11400
"1148",20210104,"에스텍파마",12700
"1149",20210104,"에스트래픽",5200
"1150",20210104,"에스티아이",18100
"1151",20210104,"에스티오",2120
"1152",20210104,"에스티큐브",10300
"1153",20210104,"에스티팜",103900
"1154",20210104,"에스폴리텍",5620
"1155",20210104,"에스퓨얼셀",39850
"1156",20210104,"에스피시스템스",6250
"1157",20210104,"에스피지",9400
"1158",20210104,"에쎈테크",1170
"1159",20210104,"에쓰씨엔지니어링보통주",7150
"1160",20210104,"에어부산보통주",3225
"1161",20210111,"에이디칩스",1260
"1162",20210104,"에이디테크놀로지",31200
"1163",20210104,"에이루트",5640
"1164",20210104,"에이블씨엔씨보통주",7370
"1165",20210104,"에이비엘바이오",31350
"1166",20210104,"에이비온",7000
"1167",20210104,"에이비프로바이오",1810
"1168",20210104,"에이스침대",38250
"1169",20210104,"에이스캠퍼",1950
"1170",20210104,"에이스테크놀로지",27400
"1171",20210104,"에이스토리",35450
"1172",20210104,"에이에프더블류",17250
"1173",20210104,"에이엔피보통주",1760
"1174",20210104,"에이자기관리부동산투자회사보통주",6620
"1175",20210104,"에이치디씨아이콘트롤스보통주",10600
"1176",20210104,"에이치디씨현대이피보통주",6730
"1177",20210104,"에이치비테크놀러지",2230
"1178",20210104,"에이치시티",15000
"1179",20210104,"에이치알에스",5740
"1180",20210104,"에이치에스디엔진보통주",8460
"1181",20210104,"에이치엔에스하이텍",9390
"1182",20210104,"에이치엘비",93300
"1183",20210104,"에이치엘비생명과학",27000
"1184",20210104,"에이치엘비제약",16800
"1185",20210104,"에이치엘비파워",1295
"1186",20210104,"에이치엘사이언스",44000
"1187",20210104,"에이치엠씨아이비제4호기업인수목적",2040
"1188",20210104,"에이치엠씨아이비제5호기업인수목적",2020
"1189",20210104,"에이치엠엠보통주",16550
"1190",20210104,"에이치케이",1820
"1191",20210104,"에이테크솔루션",15250
"1192",20210104,"에이텍",33100
"1193",20210104,"에이텍티앤",24650
"1194",20210105,"에이트원",5710
"1195",20210104,"에이티넘인베스트먼트",2660
"1196",20210113,"에이티세미콘",1005
"1197",20210104,"에이팩트",7570
"1198",20210104,"에이펙스인텍",10000
"1199",20210104,"에이프로",40350
"1200",20210104,"에이프로젠제약보통주",1300
"1201",20210104,"에이프로젠케이아이씨보통주",2040
"1202",20210104,"에이플러스에셋보통주",5450
"1203",20210104,"에이피시스템",25500
"1204",20210104,"에이피에스홀딩스",8000
"1205",20210104,"에이피위성",8330
"1206",20210104,"에이피티씨",20800
"1207",20210104,"에치에프알",32100
"1208",20210104,"에코마이스터",1705
"1209",20210104,"에코마케팅",29950
"1210",20210104,"에코바이오홀딩스",9820
"1211",20210104,"에코캡",3065
"1212",20210104,"에코프로",53400
"1213",20210104,"에코프로비엠",187200
"1214",20210104,"에코플라스틱",2205
"1215",20210104,"에프알텍",6450
"1216",20210104,"에프앤가이드",8970
"1217",20210104,"에프에스티",30700
"1218",20210104,"에프엔씨엔터테인먼트",5980
"1219",20210104,"에프엔에스테크",13200
"1220",20210104,"엑사이엔씨",1505
"1221",20210104,"엑세스바이오",21500
"1222",20210104,"엑셈",4640
"1223",20210104,"엑시콘",17000
"1224",20210104,"엔바이오니아",8050
"1225",20210104,"엔브이에이치코리아",3820
"1226",20210104,"엔솔바이오사이언스",16400
"1227",20210303,"엔시트론",1015
"1228",20210104,"엔씨소프트보통주",978000
"1229",20210104,"엔에스",11150
"1230",20210104,"엔에스쇼핑보통주",12000
"1231",20210104,"엔에스엔",1380
"1232",20210310,"엔에스엠",1005
"1233",20210104,"엔에스컴퍼니",6620
"1234",20210104,"엔에이치기업인수목적13호",2150
"1235",20210104,"엔에이치기업인수목적14호",5990
"1236",20210104,"엔에이치기업인수목적16호",2095
"1237",20210104,"엔에이치기업인수목적17호",2050
"1238",20210104,"엔에이치기업인수목적18호",2060
"1239",20210104,"엔에이치엔벅스",5360
"1240",20210104,"엔에이치엔한국사이버결제",70000
"1241",20210104,"엔에이치투자증권보통주",11200
"1242",20210104,"엔에프씨",13300
"1243",20210104,"엔이능률",2780
"1244",20210104,"엔젠바이오",32850
"1245",20210104,"엔지스테크널러지",6590
"1246",20210104,"엔지켐생명과학",105500
"1247",20210104,"엔케이 보통주",1170
"1248",20210104,"엔케이맥스",20800
"1249",20210104,"엔텔스",9430
"1250",20210104,"엔투텍",4205
"1251",20210104,"엔피디",4300
"1252",20210104,"엔피케이",2020
"1253",20210104,"엘디티",3310
"1254",20210104,"엘브이엠씨홀딩스보통주",3915
"1255",20210104,"엘비세미콘",14650
"1256",20210104,"엘아이에스",5610
"1257",20210104,"엘앤씨바이오",33500
"1258",20210104,"엘앤에프",76500
"1259",20210104,"엘앤케이바이오메드",43300
"1260",20210104,"엘에스전선아시아보통주",7840
"1261",20210113,"엘에이티",3150
"1262",20210104,"엘엠에스",14250
"1263",20210104,"엘오티베큠",19450
"1264",20210104,"엘이티",15800
"1265",20210104,"엘지하우시스",78700
"1266",20210104,"엘지헬로비전보통주",3875
"1267",20210104,"엘컴텍",1530
"1268",20210104,"엘티씨",12600
"1269",20210104,"엠게임",5800
"1270",20210104,"엠로",11850
"1271",20210104,"엠벤처투자",1090
"1272",20210104,"엠씨넥스",41200
"1273",20210104,"엠아이텍",4690
"1274",20210104,"엠에스씨",4960
"1275",20210104,"엠에스오토텍",8910
"1276",20210104,"엠에프엠코리아",2190
"1277",20210104,"엠케이전자",11400
"1278",20210104,"엠투아이코퍼레이션",18750
"1279",20210104,"엠투엔",14700
"1280",20210104,"엠플러스",15850
"1281",20210104,"엠피그룹",1100
"1282",20210104,"엠피한강",1370
"1283",20210104,"연우",19200
"1284",20210104,"영림원소프트랩",14100
"1285",20210104,"영보화학보통주",3710
"1286",20210104,"영신금속공업",3835
"1287",20210104,"영우디에스피",2345
"1288",20210104,"영원무역보통주",31100
"1289",20210104,"영원무역홀딩스보통주",37050
"1290",20210104,"영진약품보통주",7910
"1291",20210104,"영풍보통주",540000
"1292",20210104,"영풍정밀",7990
"1293",20210104,"영풍제지보통주",6200
"1294",20210104,"영화금속보통주",2340
"1295",20210104,"영화테크",22950
"1296",20210104,"영흥보통주",1175
"1297",20210104,"예림당",2950
"1298",20210104,"예선테크",2540
"1299",20210104,"예스이십사",15650
"1300",20210104,"예스코홀딩스보통주",34400
"1301",20210104,"예스티",9300
"1302",20210104,"오공",4915
"1303",20210104,"오디텍",5320
"1304",20210104,"오뚜기보통주",567000
"1305",20210104,"오로라월드",9490
"1306",20210104,"오르비텍",4820
"1307",20210104,"오리엔탈정공",2525
"1308",20210104,"오리엔트바이오보통주",1265
"1309",20210106,"오리엔트정공",1090
"1310",20210104,"오리온보통주",123000
"1311",20210104,"오리온홀딩스보통주",12900
"1312",20210104,"오리콤",5270
"1313",20210104,"오상자이엘",9500
"1314",20210104,"오성첨단소재",4515
"1315",20210104,"오션브릿지",18000
"1316",20210104,"오션스톤",4390
"1317",20210104,"오스코텍",68900
"1318",20210104,"오스템",2930
"1319",20210104,"오스템임플란트",50500
"1320",20210104,"오이솔루션",56800
"1321",20210104,"오킨스전자",34150
"1322",20210104,"오텍",15950
"1323",20210104,"오파스넷",5700
"1324",20210104,"오픈베이스",3250
"1325",20210104,"오하임아이엔티",2735
"1326",20210104,"온코퀘스트파마슈티컬",4930
"1327",20210104,"올리패스",28150
"1328",20210104,"올릭스",49500
"1329",20210104,"옴니시스템",2410
"1330",20210104,"옵트론텍",12700
"1331",20210104,"옵티시스",8210
"1332",20210104,"옵티팜",15150
"1333",20210104,"와이더블유",3990
"1334",20210104,"와이비엠넷",8230
"1335",20210104,"와이솔",17200
"1336",20210104,"와이아이케이",6330
"1337",20210104,"와이엔텍",13700
"1338",20210104,"와이엠씨",8630
"1339",20210104,"와이엠티",19850
"1340",20210104,"와이오엠",1715
"1341",20210104,"와이제이엠게임즈",1515
"1342",20210104,"와이즈버즈",1720
"1343",20210104,"와이지-원",6530
"1344",20210104,"와이지엔터테인먼트",44050
"1345",20210104,"와이지플러스보통주",5040
"1346",20210104,"와이티엔",3165
"1347",20210104,"와이팜",13250
"1348",20210104,"와토스 코리아",5470
"1349",20210104,"우노앤컴퍼니",4000
"1350",20210104,"우리금융지주보통주",9510
"1351",20210129,"우리금융캐피탈보통주",10750
"1352",20210104,"우리기술",1345
"1353",20210104,"우리기술투자",5140
"1354",20210104,"우리넷",9270
"1355",20210104,"우리들제약보통주",11100
"1356",20210104,"우리들휴브레인보통주",2795
"1357",20210104,"우리로",1685
"1358",20210104,"우리바이오",5860
"1359",20210104,"우리산업",24800
"1360",20210104,"우리산업홀딩스",5790
"1361",20210104,"우리손에프앤지 농업회사법인",2015
"1362",20210104,"우리이앤엘",1530
"1363",20210104,"우리조명",2070
"1364",20210104,"우림기계",5040
"1365",20210104,"우성사료보통주",3040
"1366",20210104,"우수AMS",8860
"1367",20210104,"우신시스템보통주",3565
"1368",20210104,"우양",5700
"1369",20210104,"우원개발",6370
"1370",20210104,"우정바이오",9070
"1371",20210104,"우주일렉트로닉스",38600
"1372",20210104,"우진보통주",4410
"1373",20210104,"우진비앤지",2900
"1374",20210104,"우진아이엔에스보통주",8130
"1375",20210104,"우진플라임 보통주",6030
"1376",20210104,"웅진보통주",1105
"1377",20210104,"웅진씽크빅 보통주",2730
"1378",20210104,"원림보통주",20500
"1379",20210104,"원바이오젠",32850
"1380",20210104,"원방테크",47850
"1381",20210104,"원익",4790
"1382",20210104,"원익머트리얼즈",36750
"1383",20210104,"원익아이피에스",44300
"1384",20210104,"원익큐브",1780
"1385",20210104,"원익큐엔씨",21450
"1386",20210104,"원익홀딩스",6270
"1387",20210104,"원일특강",8780
"1388",20210104,"원텍",12400
"1389",20210104,"원포유",2500
"1390",20210104,"원풍",4390
"1391",20210104,"원풍물산",2445
"1392",20210104,"월덱스",18100
"1393",20210104,"웨이브일렉트로닉스",6210
"1394",20210104,"웰바이오텍보통주",2535
"1395",20210104,"웰크론",5490
"1396",20210104,"웰크론한텍",4165
"1397",20210104,"웹스",1840
"1398",20210104,"웹젠",36050
"1399",20210104,"웹케시",70900
"1400",20210104,"위니아딤채",2560
"1401",20210104,"위닉스",22750
"1402",20210104,"위더스제약",21600
"1403",20210104,"위드텍",50600
"1404",20210104,"위메이드",38150
"1405",20210104,"위세아이텍",17800
"1406",20210104,"위월드 주식회사",1495
"1407",20210104,"위즈코프",1500
"1408",20210104,"위지윅스튜디오",6170
"1409",20210104,"위지트",1750
"1410",20210104,"윈스",18800
"1411",20210104,"윈텍",3080
"1412",20210104,"윈팩",1895
"1413",20210104,"윈하이텍",3155
"1414",20210104,"윌링스",16500
"1415",20210104,"윌비스보통주",1350
"1416",20210104,"윙입푸드홀딩스",1430
"1417",20210104,"유니드 보통주",48800
"1418",20210104,"유니셈",8660
"1419",20210104,"유니슨",4945
"1420",20210104,"유니온머티리얼보통주",4005
"1421",20210104,"유니온보통주",6150
"1422",20210104,"유니온커뮤니티",4280
"1423",20210104,"유니켐보통주",1420
"1424",20210104,"유니퀘스트 보통주",14750
"1425",20210104,"유니크",9180
"1426",20210104,"유니테스트",28000
"1427",20210104,"유니테크노",12600
"1428",20210104,"유니트론텍",7530
"1429",20210104,"유니포인트",1295
"1430",20210104,"유라테크",12450
"1431",20210104,"유바이오로직스",22350
"1432",20210104,"유비벨록스",9840
"1433",20210104,"유비케어",9640
"1434",20210104,"유비쿼스",24650
"1435",20210104,"유비쿼스홀딩스",27000
"1436",20210104,"유성기업보통주",2760
"1437",20210104,"유성티엔에스",2915
"1438",20210104,"유수홀딩스보통주",5660
"1439",20210104,"유신",14750
"1440",20210104,"유씨아이",2200
"1441",20210104,"유아이엘",3960
